"Subregion","Season","Temperature_Celcius","Analyte","Unit"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",26,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"North Delta","Winter",22,"temperature","Deg C"
"Central Delta","Winter",22.2,"temperature","Deg C"
"North Delta","Winter",22.2,"temperature","Deg C"
"North Delta","Winter",25.4,"temperature","Deg C"
"North Delta","Winter",24.9,"temperature","Deg C"
"North Delta","Winter",22.3,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"North Delta","Winter",25,"temperature","Deg C"
"North Delta","Winter",21.9,"temperature","Deg C"
"North Delta","Winter",21.9,"temperature","Deg C"
"North Delta","Winter",24.3,"temperature","Deg C"
"North Delta","Winter",22.4,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"South Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",24,"temperature","Deg C"
"Central Delta","Winter",25,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",26,"temperature","Deg C"
"Central Delta","Winter",24.1,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",23.2,"temperature","Deg C"
"North Delta","Spring",24.9,"temperature","Deg C"
"North Delta","Spring",23.1,"temperature","Deg C"
"North Delta","Spring",23.3,"temperature","Deg C"
"North Delta","Spring",24.3,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"South Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",25,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"Central Delta","Spring",26,"temperature","Deg C"
"Central Delta","Spring",24,"temperature","Deg C"
"North Delta","Summer",26.1,"temperature","Deg C"
"Central Delta","Summer",25.8,"temperature","Deg C"
"North Delta","Summer",23.5,"temperature","Deg C"
"North Delta","Summer",23.5,"temperature","Deg C"
"North Delta","Summer",23.4,"temperature","Deg C"
"North Delta","Summer",24.8,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",26,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",25,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24.8,"temperature","Deg C"
"North Delta","Summer",24.1,"temperature","Deg C"
"North Delta","Summer",24.8,"temperature","Deg C"
"North Delta","Summer",24.4,"temperature","Deg C"
"North Delta","Summer",24.4,"temperature","Deg C"
"North Delta","Summer",24.7,"temperature","Deg C"
"Sacramento River","Summer",23.2,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"South Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"Central Delta","Summer",24,"temperature","Deg C"
"North Delta","Fall",23.1,"temperature","Deg C"
"Central Delta","Fall",23.7,"temperature","Deg C"
"North Delta","Fall",24.4,"temperature","Deg C"
"North Delta","Fall",24,"temperature","Deg C"
"North Delta","Fall",24.8,"temperature","Deg C"
"North Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"South Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",25,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
"Central Delta","Fall",24,"temperature","Deg C"
